UF;MUNICIPIO;TIPO DE VEICULO;QUANTIDADE
BA;CARDEAL DA SILVA;MOTOCICLETA;466
BA;CARDEAL DA SILVA;MOTONETA;40
BA;CARDEAL DA SILVA;ONIBUS;29
BA;CARDEAL DA SILVA;QUADRICICLO;0
BA;CARDEAL DA SILVA;REBOQUE;17
BA;CARDEAL DA SILVA;SEMI-REBOQUE;1
BA;CARDEAL DA SILVA;SIDE-CAR;0
BA;CARDEAL DA SILVA;OUTROS;0
BA;CARDEAL DA SILVA;TRATOR ESTEI;0
BA;CARDEAL DA SILVA;TRATOR RODAS;0
BA;CARDEAL DA SILVA;TRICICLO;0
BA;CARDEAL DA SILVA;UTILITARIO;6
BA;CARINHANHA;AUTOMOVEL;1591
BA;CARINHANHA;BONDE;0
BA;CARINHANHA;CAMINHAO;128
BA;CARINHANHA;CAMINHAO TRATOR;19
BA;CARINHANHA;CAMINHONETE;615
BA;CARINHANHA;CAMIONETA;75
BA;CARINHANHA;CHASSI PLATAF;0
BA;CARINHANHA;CICLOMOTOR;1
BA;CARINHANHA;MICRO-ONIBUS;57
BA;CARINHANHA;MOTOCICLETA;2903
BA;CARINHANHA;MOTONETA;80
BA;CARINHANHA;ONIBUS;56
BA;CARINHANHA;QUADRICICLO;0
BA;CARINHANHA;REBOQUE;48
BA;CARINHANHA;SEMI-REBOQUE;22
BA;CARINHANHA;SIDE-CAR;0
BA;CARINHANHA;OUTROS;0
BA;CARINHANHA;TRATOR ESTEI;0
BA;CARINHANHA;TRATOR RODAS;0
BA;CARINHANHA;TRICICLO;3
BA;CARINHANHA;UTILITARIO;21
BA;CASA NOVA;AUTOMOVEL;3688
BA;CASA NOVA;BONDE;0
BA;CASA NOVA;CAMINHAO;389
BA;CASA NOVA;CAMINHAO TRATOR;8
BA;CASA NOVA;CAMINHONETE;1766
BA;CASA NOVA;CAMIONETA;144
BA;CASA NOVA;CHASSI PLATAF;0
BA;CASA NOVA;CICLOMOTOR;2
BA;CASA NOVA;MICRO-ONIBUS;236
BA;CASA NOVA;MOTOCICLETA;7097
BA;CASA NOVA;MOTONETA;284
BA;CASA NOVA;ONIBUS;233
BA;CASA NOVA;QUADRICICLO;0
BA;CASA NOVA;REBOQUE;90
BA;CASA NOVA;SEMI-REBOQUE;25
BA;CASA NOVA;SIDE-CAR;0
BA;CASA NOVA;OUTROS;0
BA;CASA NOVA;TRATOR ESTEI;0
BA;CASA NOVA;TRATOR RODAS;0
BA;CASA NOVA;TRICICLO;7
BA;CASA NOVA;UTILITARIO;46
BA;CASTRO ALVES;AUTOMOVEL;1955
BA;CASTRO ALVES;BONDE;0
BA;CASTRO ALVES;CAMINHAO;178
BA;CASTRO ALVES;CAMINHAO TRATOR;35
BA;CASTRO ALVES;CAMINHONETE;437
BA;CASTRO ALVES;CAMIONETA;117
BA;CASTRO ALVES;CHASSI PLATAF;0
BA;CASTRO ALVES;CICLOMOTOR;5
BA;CASTRO ALVES;MICRO-ONIBUS;34
BA;CASTRO ALVES;MOTOCICLETA;2479
BA;CASTRO ALVES;MOTONETA;384
BA;CASTRO ALVES;ONIBUS;90
BA;CASTRO ALVES;QUADRICICLO;0
BA;CASTRO ALVES;REBOQUE;93
BA;CASTRO ALVES;SEMI-REBOQUE;37
BA;CASTRO ALVES;SIDE-CAR;0
BA;CASTRO ALVES;OUTROS;0
BA;CASTRO ALVES;TRATOR ESTEI;0
BA;CASTRO ALVES;TRATOR RODAS;0
BA;CASTRO ALVES;TRICICLO;2
BA;CASTRO ALVES;UTILITARIO;11
BA;CATOLANDIA;AUTOMOVEL;188
BA;CATOLANDIA;BONDE;0
BA;CATOLANDIA;CAMINHAO;11
BA;CATOLANDIA;CAMINHAO TRATOR;0
BA;CATOLANDIA;CAMINHONETE;58
BA;CATOLANDIA;CAMIONETA;7
BA;CATOLANDIA;CHASSI PLATAF;0
BA;CATOLANDIA;CICLOMOTOR;0
BA;CATOLANDIA;MICRO-ONIBUS;3
BA;CATOLANDIA;MOTOCICLETA;204
BA;CATOLANDIA;MOTONETA;23
BA;CATOLANDIA;ONIBUS;12
BA;CATOLANDIA;QUADRICICLO;0
BA;CATOLANDIA;REBOQUE;10
BA;CATOLANDIA;SEMI-REBOQUE;0
BA;CATOLANDIA;SIDE-CAR;0
BA;CATOLANDIA;OUTROS;1
BA;CATOLANDIA;TRATOR ESTEI;0
BA;CATOLANDIA;TRATOR RODAS;0
BA;CATOLANDIA;TRICICLO;0
BA;CATOLANDIA;UTILITARIO;0
BA;CATU;AUTOMOVEL;7236
BA;CATU;BONDE;0
BA;CATU;CAMINHAO;446
BA;CATU;CAMINHAO TRATOR;187
BA;CATU;CAMINHONETE;1290
BA;CATU;CAMIONETA;483
BA;CATU;CHASSI PLATAF;2
BA;CATU;CICLOMOTOR;8
BA;CATU;MICRO-ONIBUS;146
BA;CATU;MOTOCICLETA;4477
BA;CATU;MOTONETA;1521
BA;CATU;ONIBUS;140
BA;CATU;QUADRICICLO;0
BA;CATU;REBOQUE;488
BA;CATU;SEMI-REBOQUE;315
BA;CATU;SIDE-CAR;1
BA;CATU;OUTROS;0
BA;CATU;TRATOR ESTEI;0
BA;CATU;TRATOR RODAS;11
BA;CATU;TRICICLO;8
BA;CATU;UTILITARIO;68
BA;CATURAMA;AUTOMOVEL;708
BA;CATURAMA;BONDE;0
BA;CATURAMA;CAMINHAO;57
BA;CATURAMA;CAMINHAO TRATOR;3
BA;CATURAMA;CAMINHONETE;197
BA;CATURAMA;CAMIONETA;11
BA;CATURAMA;CHASSI PLATAF;0
BA;CATURAMA;CICLOMOTOR;0
BA;CATURAMA;MICRO-ONIBUS;12
BA;CATURAMA;MOTOCICLETA;835
BA;CATURAMA;MOTONETA;55
BA;CATURAMA;ONIBUS;23
BA;CATURAMA;QUADRICICLO;0
BA;CATURAMA;REBOQUE;5
BA;CATURAMA;SEMI-REBOQUE;5
BA;CATURAMA;SIDE-CAR;0
BA;CATURAMA;OUTROS;0
BA;CATURAMA;TRATOR ESTEI;0
BA;CATURAMA;TRATOR RODAS;0
BA;CATURAMA;TRICICLO;2
BA;CATURAMA;UTILITARIO;4
BA;CENTRAL;AUTOMOVEL;1493
BA;CENTRAL;BONDE;0
BA;CENTRAL;CAMINHAO;110
BA;CENTRAL;CAMINHAO TRATOR;11
BA;CENTRAL;CAMINHONETE;299
BA;CENTRAL;CAMIONETA;46
BA;CENTRAL;CHASSI PLATAF;0
BA;CENTRAL;CICLOMOTOR;0
BA;CENTRAL;MICRO-ONIBUS;34
BA;CENTRAL;MOTOCICLETA;1135
BA;CENTRAL;MOTONETA;69
BA;CENTRAL;ONIBUS;17
BA;CENTRAL;QUADRICICLO;0
BA;CENTRAL;REBOQUE;7
BA;CENTRAL;SEMI-REBOQUE;14
BA;CENTRAL;SIDE-CAR;0
BA;CENTRAL;OUTROS;0
BA;CENTRAL;TRATOR ESTEI;0
BA;CENTRAL;TRATOR RODAS;0
BA;CENTRAL;TRICICLO;2
BA;CENTRAL;UTILITARIO;12
BA;CHORROCHO;AUTOMOVEL;432
BA;CHORROCHO;BONDE;0
BA;CHORROCHO;CAMINHAO;52
BA;CHORROCHO;CAMINHAO TRATOR;0
BA;CHORROCHO;CAMINHONETE;128
BA;CHORROCHO;CAMIONETA;15
BA;CHORROCHO;CHASSI PLATAF;0
BA;CHORROCHO;CICLOMOTOR;0
BA;CHORROCHO;MICRO-ONIBUS;7
BA;CHORROCHO;MOTOCICLETA;581
BA;CHORROCHO;MOTONETA;17
BA;CHORROCHO;ONIBUS;16
BA;CHORROCHO;QUADRICICLO;0
BA;CHORROCHO;REBOQUE;10
BA;CHORROCHO;SEMI-REBOQUE;1
BA;CHORROCHO;SIDE-CAR;0
BA;CHORROCHO;OUTROS;0
BA;CHORROCHO;TRATOR ESTEI;0
BA;CHORROCHO;TRATOR RODAS;0
BA;CHORROCHO;TRICICLO;0
BA;CHORROCHO;UTILITARIO;3
BA;CICERO DANTAS;AUTOMOVEL;2495
BA;CICERO DANTAS;BONDE;0
BA;CICERO DANTAS;CAMINHAO;150
BA;CICERO DANTAS;CAMINHAO TRATOR;6
BA;CICERO DANTAS;CAMINHONETE;652
BA;CICERO DANTAS;CAMIONETA;86
BA;CICERO DANTAS;CHASSI PLATAF;0
BA;CICERO DANTAS;CICLOMOTOR;1
BA;CICERO DANTAS;MICRO-ONIBUS;34
BA;CICERO DANTAS;MOTOCICLETA;4229
BA;CICERO DANTAS;MOTONETA;855
BA;CICERO DANTAS;ONIBUS;71
BA;CICERO DANTAS;QUADRICICLO;0
BA;CICERO DANTAS;REBOQUE;130
BA;CICERO DANTAS;SEMI-REBOQUE;11
BA;CICERO DANTAS;SIDE-CAR;0
BA;CICERO DANTAS;OUTROS;0
BA;CICERO DANTAS;TRATOR ESTEI;0
BA;CICERO DANTAS;TRATOR RODAS;0
BA;CICERO DANTAS;TRICICLO;15
BA;CICERO DANTAS;UTILITARIO;32
BA;CIPO;AUTOMOVEL;1462
BA;CIPO;BONDE;0
BA;CIPO;CAMINHAO;56
BA;CIPO;CAMINHAO TRATOR;2
BA;CIPO;CAMINHONETE;193
BA;CIPO;CAMIONETA;48
BA;CIPO;CHASSI PLATAF;0
BA;CIPO;CICLOMOTOR;2
BA;CIPO;MICRO-ONIBUS;14
BA;CIPO;MOTOCICLETA;2583
BA;CIPO;MOTONETA;587
BA;CIPO;ONIBUS;27
BA;CIPO;QUADRICICLO;0
BA;CIPO;REBOQUE;167
BA;CIPO;SEMI-REBOQUE;3
BA;CIPO;SIDE-CAR;0
BA;CIPO;OUTROS;0
BA;CIPO;TRATOR ESTEI;0
BA;CIPO;TRATOR RODAS;0
BA;CIPO;TRICICLO;7
BA;CIPO;UTILITARIO;6
BA;COARACI;AUTOMOVEL;1682
BA;COARACI;BONDE;0
BA;COARACI;CAMINHAO;129
BA;COARACI;CAMINHAO TRATOR;2
BA;COARACI;CAMINHONETE;461
BA;COARACI;CAMIONETA;117
BA;COARACI;CHASSI PLATAF;0
BA;COARACI;CICLOMOTOR;4
BA;COARACI;MICRO-ONIBUS;10
BA;COARACI;MOTOCICLETA;1262
BA;COARACI;MOTONETA;145
BA;COARACI;ONIBUS;36
BA;COARACI;QUADRICICLO;0
BA;COARACI;REBOQUE;64
BA;COARACI;SEMI-REBOQUE;1
BA;COARACI;SIDE-CAR;0
BA;COARACI;OUTROS;0
BA;COARACI;TRATOR ESTEI;0
BA;COARACI;TRATOR RODAS;0
BA;COARACI;TRICICLO;1
BA;COARACI;UTILITARIO;13
BA;COCOS;AUTOMOVEL;1309
BA;COCOS;BONDE;0
BA;COCOS;CAMINHAO;113
BA;COCOS;CAMINHAO TRATOR;4
BA;COCOS;CAMINHONETE;655
BA;COCOS;CAMIONETA;74
BA;COCOS;CHASSI PLATAF;0
BA;COCOS;CICLOMOTOR;5
BA;COCOS;MICRO-ONIBUS;5
BA;COCOS;MOTOCICLETA;2324
BA;COCOS;MOTONETA;126
BA;COCOS;ONIBUS;47
BA;COCOS;QUADRICICLO;0
BA;COCOS;REBOQUE;30
BA;COCOS;SEMI-REBOQUE;11
BA;COCOS;SIDE-CAR;0
BA;COCOS;OUTROS;0
BA;COCOS;TRATOR ESTEI;0
BA;COCOS;TRATOR RODAS;0
BA;COCOS;TRICICLO;1
BA;COCOS;UTILITARIO;11
BA;CONCEICAO DA FEIRA;AUTOMOVEL;1798
BA;CONCEICAO DA FEIRA;BONDE;0
BA;CONCEICAO DA FEIRA;CAMINHAO;263
BA;CONCEICAO DA FEIRA;CAMINHAO TRATOR;21
BA;CONCEICAO DA FEIRA;CAMINHONETE;311
BA;CONCEICAO DA FEIRA;CAMIONETA;98
BA;CONCEICAO DA FEIRA;CHASSI PLATAF;0
BA;CONCEICAO DA FEIRA;CICLOMOTOR;9
BA;CONCEICAO DA FEIRA;MICRO-ONIBUS;137
BA;CONCEICAO DA FEIRA;MOTOCICLETA;2193
BA;CONCEICAO DA FEIRA;MOTONETA;208
BA;CONCEICAO DA FEIRA;ONIBUS;25
BA;CONCEICAO DA FEIRA;QUADRICICLO;0
BA;CONCEICAO DA FEIRA;REBOQUE;35
BA;CONCEICAO DA FEIRA;SEMI-REBOQUE;52
BA;CONCEICAO DA FEIRA;SIDE-CAR;0
BA;CONCEICAO DA FEIRA;OUTROS;0
BA;CONCEICAO DA FEIRA;TRATOR ESTEI;0
BA;CONCEICAO DA FEIRA;TRATOR RODAS;0
BA;CONCEICAO DA FEIRA;TRICICLO;3
BA;CONCEICAO DA FEIRA;UTILITARIO;20
BA;CONCEICAO DO ALMEIDA;AUTOMOVEL;1363
BA;CONCEICAO DO ALMEIDA;BONDE;0
BA;CONCEICAO DO ALMEIDA;CAMINHAO;145
BA;CONCEICAO DO ALMEIDA;CAMINHAO TRATOR;3
BA;CONCEICAO DO ALMEIDA;CAMINHONETE;322
BA;CONCEICAO DO ALMEIDA;CAMIONETA;59
BA;CONCEICAO DO ALMEIDA;CHASSI PLATAF;0
BA;CONCEICAO DO ALMEIDA;CICLOMOTOR;0
BA;CONCEICAO DO ALMEIDA;MICRO-ONIBUS;45
BA;CONCEICAO DO ALMEIDA;MOTOCICLETA;1393
BA;CONCEICAO DO ALMEIDA;MOTONETA;174
BA;CONCEICAO DO ALMEIDA;ONIBUS;45
BA;CONCEICAO DO ALMEIDA;QUADRICICLO;0
BA;CONCEICAO DO ALMEIDA;REBOQUE;33
BA;CONCEICAO DO ALMEIDA;SEMI-REBOQUE;3
BA;CONCEICAO DO ALMEIDA;SIDE-CAR;0
BA;CONCEICAO DO ALMEIDA;OUTROS;0
BA;CONCEICAO DO ALMEIDA;TRATOR ESTEI;0
BA;CONCEICAO DO ALMEIDA;TRATOR RODAS;0
BA;CONCEICAO DO ALMEIDA;TRICICLO;0
BA;CONCEICAO DO ALMEIDA;UTILITARIO;7
BA;CONCEICAO DO COITE;AUTOMOVEL;9561
BA;CONCEICAO DO COITE;BONDE;0
BA;CONCEICAO DO COITE;CAMINHAO;666
BA;CONCEICAO DO COITE;CAMINHAO TRATOR;94
BA;CONCEICAO DO COITE;CAMINHONETE;1902
BA;CONCEICAO DO COITE;CAMIONETA;408
BA;CONCEICAO DO COITE;CHASSI PLATAF;0
BA;CONCEICAO DO COITE;CICLOMOTOR;11
BA;CONCEICAO DO COITE;MICRO-ONIBUS;172
BA;CONCEICAO DO COITE;MOTOCICLETA;8351
BA;CONCEICAO DO COITE;MOTONETA;2349
BA;CONCEICAO DO COITE;ONIBUS;166
BA;CONCEICAO DO COITE;QUADRICICLO;0
BA;CONCEICAO DO COITE;REBOQUE;340
BA;CONCEICAO DO COITE;SEMI-REBOQUE;121
BA;CONCEICAO DO COITE;SIDE-CAR;1
BA;CONCEICAO DO COITE;OUTROS;0
BA;CONCEICAO DO COITE;TRATOR ESTEI;0
BA;CONCEICAO DO COITE;TRATOR RODAS;0
BA;CONCEICAO DO COITE;TRICICLO;9
BA;CONCEICAO DO COITE;UTILITARIO;108
BA;CONCEICAO DO JACUIPE;AUTOMOVEL;3773
BA;CONCEICAO DO JACUIPE;BONDE;0
BA;CONCEICAO DO JACUIPE;CAMINHAO;416
BA;CONCEICAO DO JACUIPE;CAMINHAO TRATOR;223
BA;CONCEICAO DO JACUIPE;CAMINHONETE;833
BA;CONCEICAO DO JACUIPE;CAMIONETA;297
BA;CONCEICAO DO JACUIPE;CHASSI PLATAF;0
BA;CONCEICAO DO JACUIPE;CICLOMOTOR;37
BA;CONCEICAO DO JACUIPE;MICRO-ONIBUS;172
BA;CONCEICAO DO JACUIPE;MOTOCICLETA;4382
BA;CONCEICAO DO JACUIPE;MOTONETA;1407
BA;CONCEICAO DO JACUIPE;ONIBUS;38
BA;CONCEICAO DO JACUIPE;QUADRICICLO;0
BA;CONCEICAO DO JACUIPE;REBOQUE;183
BA;CONCEICAO DO JACUIPE;SEMI-REBOQUE;179
BA;CONCEICAO DO JACUIPE;SIDE-CAR;0
BA;CONCEICAO DO JACUIPE;OUTROS;0
BA;CONCEICAO DO JACUIPE;TRATOR ESTEI;0
BA;CONCEICAO DO JACUIPE;TRATOR RODAS;0
BA;CONCEICAO DO JACUIPE;TRICICLO;19
BA;CONCEICAO DO JACUIPE;UTILITARIO;41
BA;CONDE;AUTOMOVEL;1153
BA;CONDE;BONDE;0
BA;CONDE;CAMINHAO;64
BA;CONDE;CAMINHAO TRATOR;0
BA;CONDE;CAMINHONETE;263
BA;CONDE;CAMIONETA;75
BA;CONDE;CHASSI PLATAF;0
BA;CONDE;CICLOMOTOR;6
BA;CONDE;MICRO-ONIBUS;28
BA;CONDE;MOTOCICLETA;1661
BA;CONDE;MOTONETA;261
BA;CONDE;ONIBUS;29
BA;CONDE;QUADRICICLO;0
BA;CONDE;REBOQUE;54
BA;CONDE;SEMI-REBOQUE;3
BA;CONDE;SIDE-CAR;0
BA;CONDE;OUTROS;0
BA;CONDE;TRATOR ESTEI;0
BA;CONDE;TRATOR RODAS;0
BA;CONDE;TRICICLO;1
BA;CONDE;UTILITARIO;13
BA;CONDEUBA;AUTOMOVEL;1563
BA;CONDEUBA;BONDE;0
BA;CONDEUBA;CAMINHAO;129
BA;CONDEUBA;CAMINHAO TRATOR;13
BA;CONDEUBA;CAMINHONETE;461
BA;CONDEUBA;CAMIONETA;52
BA;CONDEUBA;CHASSI PLATAF;0
BA;CONDEUBA;CICLOMOTOR;2
BA;CONDEUBA;MICRO-ONIBUS;60
BA;CONDEUBA;MOTOCICLETA;1213
BA;CONDEUBA;MOTONETA;222
BA;CONDEUBA;ONIBUS;78
BA;CONDEUBA;QUADRICICLO;0
BA;CONDEUBA;REBOQUE;25
BA;CONDEUBA;SEMI-REBOQUE;13
BA;CONDEUBA;SIDE-CAR;0
BA;CONDEUBA;OUTROS;0
BA;CONDEUBA;TRATOR ESTEI;0
BA;CONDEUBA;TRATOR RODAS;0
BA;CONDEUBA;TRICICLO;0
BA;CONDEUBA;UTILITARIO;7
BA;CONTENDAS DO SINCORA;AUTOMOVEL;269
BA;CONTENDAS DO SINCORA;BONDE;0
BA;CONTENDAS DO SINCORA;CAMINHAO;38
BA;CONTENDAS DO SINCORA;CAMINHAO TRATOR;1
BA;CONTENDAS DO SINCORA;CAMINHONETE;95
BA;CONTENDAS DO SINCORA;CAMIONETA;5
BA;CONTENDAS DO SINCORA;CHASSI PLATAF;0
BA;CONTENDAS DO SINCORA;CICLOMOTOR;0
BA;CONTENDAS DO SINCORA;MICRO-ONIBUS;10
BA;CONTENDAS DO SINCORA;MOTOCICLETA;409
BA;CONTENDAS DO SINCORA;MOTONETA;31
BA;CONTENDAS DO SINCORA;ONIBUS;12
BA;CONTENDAS DO SINCORA;QUADRICICLO;0
BA;CONTENDAS DO SINCORA;REBOQUE;8
BA;CONTENDAS DO SINCORA;SEMI-REBOQUE;0
BA;CONTENDAS DO SINCORA;SIDE-CAR;0
BA;CONTENDAS DO SINCORA;OUTROS;0
BA;CONTENDAS DO SINCORA;TRATOR ESTEI;0
BA;CONTENDAS DO SINCORA;TRATOR RODAS;0
BA;CONTENDAS DO SINCORA;TRICICLO;0
BA;CONTENDAS DO SINCORA;UTILITARIO;1
BA;CORACAO DE MARIA;AUTOMOVEL;1931
BA;CORACAO DE MARIA;BONDE;0
BA;CORACAO DE MARIA;CAMINHAO;143
BA;CORACAO DE MARIA;CAMINHAO TRATOR;18
BA;CORACAO DE MARIA;CAMINHONETE;467
BA;CORACAO DE MARIA;CAMIONETA;102
BA;CORACAO DE MARIA;CHASSI PLATAF;0
BA;CORACAO DE MARIA;CICLOMOTOR;5
BA;CORACAO DE MARIA;MICRO-ONIBUS;62
BA;CORACAO DE MARIA;MOTOCICLETA;2613
BA;CORACAO DE MARIA;MOTONETA;502
BA;CORACAO DE MARIA;ONIBUS;76
BA;CORACAO DE MARIA;QUADRICICLO;0
BA;CORACAO DE MARIA;REBOQUE;60
BA;CORACAO DE MARIA;SEMI-REBOQUE;19
BA;CORACAO DE MARIA;SIDE-CAR;0
BA;CORACAO DE MARIA;OUTROS;0
BA;CORACAO DE MARIA;TRATOR ESTEI;0
BA;CORACAO DE MARIA;TRATOR RODAS;0
BA;CORACAO DE MARIA;TRICICLO;2
BA;CORACAO DE MARIA;UTILITARIO;19
BA;CORDEIROS;AUTOMOVEL;676
BA;CORDEIROS;BONDE;0
BA;CORDEIROS;CAMINHAO;43
BA;CORDEIROS;CAMINHAO TRATOR;4
BA;CORDEIROS;CAMINHONETE;199
BA;CORDEIROS;CAMIONETA;41
BA;CORDEIROS;CHASSI PLATAF;0
BA;CORDEIROS;CICLOMOTOR;0
BA;CORDEIROS;MICRO-ONIBUS;18
BA;CORDEIROS;MOTOCICLETA;557
BA;CORDEIROS;MOTONETA;52
BA;CORDEIROS;ONIBUS;23
BA;CORDEIROS;QUADRICICLO;0
BA;CORDEIROS;REBOQUE;14
BA;CORDEIROS;SEMI-REBOQUE;2
BA;CORDEIROS;SIDE-CAR;0
BA;CORDEIROS;OUTROS;0
BA;CORDEIROS;TRATOR ESTEI;0
BA;CORDEIROS;TRATOR RODAS;0
BA;CORDEIROS;TRICICLO;0
BA;CORDEIROS;UTILITARIO;12
BA;CORIBE;AUTOMOVEL;864
BA;CORIBE;BONDE;0
BA;CORIBE;CAMINHAO;57
BA;CORIBE;CAMINHAO TRATOR;1
BA;CORIBE;CAMINHONETE;459
BA;CORIBE;CAMIONETA;41
BA;CORIBE;CHASSI PLATAF;0
BA;CORIBE;CICLOMOTOR;0
BA;CORIBE;MICRO-ONIBUS;24
BA;CORIBE;MOTOCICLETA;1474
BA;CORIBE;MOTONETA;67
BA;CORIBE;ONIBUS;32
BA;CORIBE;QUADRICICLO;0
BA;CORIBE;REBOQUE;24
BA;CORIBE;SEMI-REBOQUE;7
BA;CORIBE;SIDE-CAR;0
BA;CORIBE;OUTROS;1
BA;CORIBE;TRATOR ESTEI;0
BA;CORIBE;TRATOR RODAS;0
BA;CORIBE;TRICICLO;1
BA;CORIBE;UTILITARIO;8
BA;CORONEL JOAO SA;AUTOMOVEL;256
BA;CORONEL JOAO SA;BONDE;0
BA;CORONEL JOAO SA;CAMINHAO;12
BA;CORONEL JOAO SA;CAMINHAO TRATOR;4
BA;CORONEL JOAO SA;CAMINHONETE;61
BA;CORONEL JOAO SA;CAMIONETA;8
BA;CORONEL JOAO SA;CHASSI PLATAF;0
BA;CORONEL JOAO SA;CICLOMOTOR;0
BA;CORONEL JOAO SA;MICRO-ONIBUS;2
BA;CORONEL JOAO SA;MOTOCICLETA;1288
BA;CORONEL JOAO SA;MOTONETA;57
BA;CORONEL JOAO SA;ONIBUS;26
BA;CORONEL JOAO SA;QUADRICICLO;0
BA;CORONEL JOAO SA;REBOQUE;3
BA;CORONEL JOAO SA;SEMI-REBOQUE;5
BA;CORONEL JOAO SA;SIDE-CAR;0
BA;CORONEL JOAO SA;OUTROS;0
BA;CORONEL JOAO SA;TRATOR ESTEI;0
BA;CORONEL JOAO SA;TRATOR RODAS;0
BA;CORONEL JOAO SA;TRICICLO;0
BA;CORONEL JOAO SA;UTILITARIO;2
BA;CORRENTINA;AUTOMOVEL;2030
BA;CORRENTINA;BONDE;0
BA;CORRENTINA;CAMINHAO;179
BA;CORRENTINA;CAMINHAO TRATOR;23
BA;CORRENTINA;CAMINHONETE;1033
BA;CORRENTINA;CAMIONETA;140
BA;CORRENTINA;CHASSI PLATAF;0
BA;CORRENTINA;CICLOMOTOR;11
BA;CORRENTINA;MICRO-ONIBUS;45
BA;CORRENTINA;MOTOCICLETA;4939
BA;CORRENTINA;MOTONETA;569
BA;CORRENTINA;ONIBUS;102
BA;CORRENTINA;QUADRICICLO;0
BA;CORRENTINA;REBOQUE;91
BA;CORRENTINA;SEMI-REBOQUE;57
BA;CORRENTINA;SIDE-CAR;0
BA;CORRENTINA;OUTROS;0
BA;CORRENTINA;TRATOR ESTEI;0
BA;CORRENTINA;TRATOR RODAS;0
BA;CORRENTINA;TRICICLO;4
BA;CORRENTINA;UTILITARIO;19
BA;COTEGIPE;AUTOMOVEL;507
BA;COTEGIPE;BONDE;0
BA;COTEGIPE;CAMINHAO;68
BA;COTEGIPE;CAMINHAO TRATOR;1
BA;COTEGIPE;CAMINHONETE;285
BA;COTEGIPE;CAMIONETA;33
BA;COTEGIPE;CHASSI PLATAF;0
BA;COTEGIPE;CICLOMOTOR;0
BA;COTEGIPE;MICRO-ONIBUS;24
BA;COTEGIPE;MOTOCICLETA;916
BA;COTEGIPE;MOTONETA;230
BA;COTEGIPE;ONIBUS;28
BA;COTEGIPE;QUADRICICLO;0
BA;COTEGIPE;REBOQUE;25
BA;COTEGIPE;SEMI-REBOQUE;1
BA;COTEGIPE;SIDE-CAR;0
BA;COTEGIPE;OUTROS;0
BA;COTEGIPE;TRATOR ESTEI;0
BA;COTEGIPE;TRATOR RODAS;0
BA;COTEGIPE;TRICICLO;0
BA;COTEGIPE;UTILITARIO;4
BA;CRAVOLANDIA;AUTOMOVEL;267
BA;CRAVOLANDIA;BONDE;0
BA;CRAVOLANDIA;CAMINHAO;26
BA;CRAVOLANDIA;CAMINHAO TRATOR;0
BA;CRAVOLANDIA;CAMINHONETE;68
BA;CRAVOLANDIA;CAMIONETA;12
BA;CRAVOLANDIA;CHASSI PLATAF;0
BA;CRAVOLANDIA;CICLOMOTOR;0
BA;CRAVOLANDIA;MICRO-ONIBUS;10
BA;CRAVOLANDIA;MOTOCICLETA;288
BA;CRAVOLANDIA;MOTONETA;6
BA;CRAVOLANDIA;ONIBUS;11
BA;CRAVOLANDIA;QUADRICICLO;0
BA;CRAVOLANDIA;REBOQUE;2
BA;CRAVOLANDIA;SEMI-REBOQUE;0
BA;CRAVOLANDIA;SIDE-CAR;0
BA;CRAVOLANDIA;OUTROS;0
BA;CRAVOLANDIA;TRATOR ESTEI;0
BA;CRAVOLANDIA;TRATOR RODAS;0
BA;CRAVOLANDIA;TRICICLO;0
BA;CRAVOLANDIA;UTILITARIO;0
BA;CRISOPOLIS;AUTOMOVEL;1040
BA;CRISOPOLIS;BONDE;0
BA;CRISOPOLIS;CAMINHAO;78
BA;CRISOPOLIS;CAMINHAO TRATOR;2
BA;CRISOPOLIS;CAMINHONETE;209
BA;CRISOPOLIS;CAMIONETA;42
BA;CRISOPOLIS;CHASSI PLATAF;0
BA;CRISOPOLIS;CICLOMOTOR;0
BA;CRISOPOLIS;MICRO-ONIBUS;40
BA;CRISOPOLIS;MOTOCICLETA;2048
BA;CRISOPOLIS;MOTONETA;193
BA;CRISOPOLIS;ONIBUS;52
BA;CRISOPOLIS;QUADRICICLO;0
BA;CRISOPOLIS;REBOQUE;23
BA;CRISOPOLIS;SEMI-REBOQUE;4
BA;CRISOPOLIS;SIDE-CAR;0
BA;CRISOPOLIS;OUTROS;0
BA;CRISOPOLIS;TRATOR ESTEI;0
BA;CRISOPOLIS;TRATOR RODAS;0
BA;CRISOPOLIS;TRICICLO;2
BA;CRISOPOLIS;UTILITARIO;4
BA;CRISTOPOLIS;AUTOMOVEL;969
BA;CRISTOPOLIS;BONDE;0
BA;CRISTOPOLIS;CAMINHAO;74
BA;CRISTOPOLIS;CAMINHAO TRATOR;13
BA;CRISTOPOLIS;CAMINHONETE;464
BA;CRISTOPOLIS;CAMIONETA;31
BA;CRISTOPOLIS;CHASSI PLATAF;0
BA;CRISTOPOLIS;CICLOMOTOR;1
BA;CRISTOPOLIS;MICRO-ONIBUS;17
BA;CRISTOPOLIS;MOTOCICLETA;895
BA;CRISTOPOLIS;MOTONETA;154
BA;CRISTOPOLIS;ONIBUS;39
BA;CRISTOPOLIS;QUADRICICLO;0
BA;CRISTOPOLIS;REBOQUE;49
BA;CRISTOPOLIS;SEMI-REBOQUE;21
BA;CRISTOPOLIS;SIDE-CAR;0
