sg_uf,ano_arrecadacao,mes_arrecadacao,co_tipo_arrecadacao,va_arrecadacao,DATA_BASE
AC,2010,12,222,627109,2010-12-01 00:00:00
AC,2010,12,229,627483,2010-12-01 00:00:00
AC,2010,12,239,718928,2010-12-01 00:00:00
AC,2010,12,249,0,2010-12-01 00:00:00
AC,2010,12,399,53215739,2010-12-01 00:00:00
AC,2010,12,409,927202,2010-12-01 00:00:00
AC,2010,12,419,62625,2010-12-01 00:00:00
AC,2010,12,429,308633,2010-12-01 00:00:00
AC,2010,12,439,0,2010-12-01 00:00:00
AC,2010,12,499,1298460,2010-12-01 00:00:00
AC,2010,12,999,54514199,2010-12-01 00:00:00
AC,2010,2,119,434641,2010-02-01 00:00:00
AC,2010,2,129,673301,2010-02-01 00:00:00
AC,2010,2,131,2885787,2010-02-01 00:00:00
AC,2010,2,132,4588842,2010-02-01 00:00:00
AC,2010,2,133,650680,2010-02-01 00:00:00
AC,2010,2,134,6076437,2010-02-01 00:00:00
AC,2010,2,135,18005680,2010-02-01 00:00:00
AC,2010,2,139,32207426,2010-02-01 00:00:00
AC,2010,2,211,2297697,2010-02-01 00:00:00
AC,2010,2,212,0,2010-02-01 00:00:00
AC,2010,2,219,2297697,2010-02-01 00:00:00
AC,2010,2,221,0,2010-02-01 00:00:00
AC,2010,2,222,473169,2010-02-01 00:00:00
AC,2010,2,229,473169,2010-02-01 00:00:00
AC,2010,2,239,790798,2010-02-01 00:00:00
AC,2010,2,249,0,2010-02-01 00:00:00
AC,2010,2,399,36877032,2010-02-01 00:00:00
AC,2010,2,409,2672141,2010-02-01 00:00:00
AC,2010,2,419,46397,2010-02-01 00:00:00
AC,2010,2,429,169099,2010-02-01 00:00:00
AC,2010,2,439,0,2010-02-01 00:00:00
AC,2010,2,499,2887637,2010-02-01 00:00:00
AC,2010,2,999,39764669,2010-02-01 00:00:00
AC,2010,3,119,453287,2010-03-01 00:00:00
AC,2010,3,129,872486,2010-03-01 00:00:00
AC,2010,3,131,3122895,2010-03-01 00:00:00
AC,2010,3,132,6671367,2010-03-01 00:00:00
AC,2010,3,133,1145971,2010-03-01 00:00:00
AC,2010,3,134,4817415,2010-03-01 00:00:00
AC,2010,3,135,20748715,2010-03-01 00:00:00
AC,2010,3,139,36506363,2010-03-01 00:00:00
AC,2010,3,211,4068134,2010-03-01 00:00:00
AC,2010,3,212,0,2010-03-01 00:00:00
AC,2010,3,219,4068134,2010-03-01 00:00:00
AC,2010,3,221,475,2010-03-01 00:00:00
AC,2010,3,222,486585,2010-03-01 00:00:00
AC,2010,3,229,487060,2010-03-01 00:00:00
AC,2010,3,239,533970,2010-03-01 00:00:00
AC,2010,3,249,0,2010-03-01 00:00:00
AC,2010,3,399,42921300,2010-03-01 00:00:00
AC,2010,3,409,3343373,2010-03-01 00:00:00
AC,2010,3,419,60543,2010-03-01 00:00:00
AC,2010,3,429,369151,2010-03-01 00:00:00
AC,2010,3,439,0,2010-03-01 00:00:00
AC,2010,3,499,3773067,2010-03-01 00:00:00
AC,2010,3,999,46694367,2010-03-01 00:00:00
AC,2010,4,119,497283,2010-04-01 00:00:00
AC,2010,4,129,920479,2010-04-01 00:00:00
AC,2010,4,131,3868182,2010-04-01 00:00:00
AC,2010,4,132,8077998,2010-04-01 00:00:00
AC,2010,4,133,1216184,2010-04-01 00:00:00
AC,2010,4,134,4871713,2010-04-01 00:00:00
AC,2010,4,135,21507199,2010-04-01 00:00:00
AC,2010,4,139,39541276,2010-04-01 00:00:00
AC,2010,4,211,3796515,2010-04-01 00:00:00
AC,2010,4,212,0,2010-04-01 00:00:00
AC,2010,4,219,3796515,2010-04-01 00:00:00
AC,2010,4,221,4474,2010-04-01 00:00:00
AC,2010,4,222,556895,2010-04-01 00:00:00
AC,2010,4,229,561369,2010-04-01 00:00:00
AC,2010,4,239,502059,2010-04-01 00:00:00
AC,2010,4,249,0,2010-04-01 00:00:00
AC,2010,4,399,45818981,2010-04-01 00:00:00
AC,2010,4,409,2856517,2010-04-01 00:00:00
AC,2010,4,419,47411,2010-04-01 00:00:00
AC,2010,4,429,189053,2010-04-01 00:00:00
AC,2010,4,439,0,2010-04-01 00:00:00
AC,2010,4,499,3092981,2010-04-01 00:00:00
AC,2010,4,999,48911962,2010-04-01 00:00:00
AC,2010,5,119,501416,2010-05-01 00:00:00
AC,2010,5,129,975049,2010-05-01 00:00:00
AC,2010,5,131,5567457,2010-05-01 00:00:00
AC,2010,5,132,9465174,2010-05-01 00:00:00
AC,2010,5,133,1216839,2010-05-01 00:00:00
AC,2010,5,134,4516448,2010-05-01 00:00:00
AC,2010,5,135,25725865,2010-05-01 00:00:00
AC,2010,5,139,46491783,2010-05-01 00:00:00
AC,2010,5,211,4103412,2010-05-01 00:00:00
AC,2010,5,212,0,2010-05-01 00:00:00
AC,2010,5,219,4103412,2010-05-01 00:00:00
AC,2010,5,221,375,2010-05-01 00:00:00
AC,2010,5,222,507939,2010-05-01 00:00:00
AC,2010,5,229,508314,2010-05-01 00:00:00
AC,2010,5,239,436732,2010-05-01 00:00:00
AC,2010,5,249,0,2010-05-01 00:00:00
AC,2010,5,399,53016706,2010-05-01 00:00:00
AC,2010,5,409,3030195,2010-05-01 00:00:00
AC,2010,5,419,76860,2010-05-01 00:00:00
AC,2010,5,429,225699,2010-05-01 00:00:00
AC,2010,5,439,0,2010-05-01 00:00:00
AC,2010,5,499,3332754,2010-05-01 00:00:00
AC,2010,5,999,56349460,2010-05-01 00:00:00
AC,2010,6,119,728255,2010-06-01 00:00:00
AC,2010,6,129,1075724,2010-06-01 00:00:00
AC,2010,6,131,5335409,2010-06-01 00:00:00
AC,2010,6,132,9625583,2010-06-01 00:00:00
AC,2010,6,133,1397212,2010-06-01 00:00:00
AC,2010,6,134,4744378,2010-06-01 00:00:00
AC,2010,6,135,17970987,2010-06-01 00:00:00
AC,2010,6,139,39073569,2010-06-01 00:00:00
AC,2010,6,211,3936859,2010-06-01 00:00:00
AC,2010,6,212,0,2010-06-01 00:00:00
AC,2010,6,219,3936859,2010-06-01 00:00:00
AC,2010,6,221,44,2010-06-01 00:00:00
AC,2010,6,222,501010,2010-06-01 00:00:00
AC,2010,6,229,501054,2010-06-01 00:00:00
AC,2010,6,239,762238,2010-06-01 00:00:00
AC,2010,6,249,0,2010-06-01 00:00:00
AC,2010,6,399,46077699,2010-06-01 00:00:00
AC,2010,6,409,3070761,2010-06-01 00:00:00
AC,2010,6,419,34680,2010-06-01 00:00:00
AC,2010,6,429,150953,2010-06-01 00:00:00
AC,2010,6,439,0,2010-06-01 00:00:00
AC,2010,6,499,3256394,2010-06-01 00:00:00
AC,2010,6,999,49334093,2010-06-01 00:00:00
AC,2010,7,119,785352,2010-07-01 00:00:00
AC,2010,7,129,1209293,2010-07-01 00:00:00
AC,2010,7,131,5709103,2010-07-01 00:00:00
AC,2010,7,132,11552382,2010-07-01 00:00:00
AC,2010,7,133,1919310,2010-07-01 00:00:00
AC,2010,7,134,4813663,2010-07-01 00:00:00
AC,2010,7,135,18876630,2010-07-01 00:00:00
AC,2010,7,139,42871088,2010-07-01 00:00:00
AC,2010,7,211,1982323,2010-07-01 00:00:00
AC,2010,7,212,0,2010-07-01 00:00:00
AC,2010,7,219,1982323,2010-07-01 00:00:00
AC,2010,7,221,0,2010-07-01 00:00:00
AC,2010,7,222,709220,2010-07-01 00:00:00
AC,2010,7,229,709220,2010-07-01 00:00:00
AC,2010,7,239,461261,2010-07-01 00:00:00
AC,2010,7,249,0,2010-07-01 00:00:00
AC,2010,7,399,48018537,2010-07-01 00:00:00
AC,2010,7,409,3357922,2010-07-01 00:00:00
AC,2010,7,419,78150,2010-07-01 00:00:00
AC,2010,7,429,223461,2010-07-01 00:00:00
AC,2010,7,439,0,2010-07-01 00:00:00
AC,2010,7,499,3659533,2010-07-01 00:00:00
AC,2010,7,999,51678070,2010-07-01 00:00:00
AC,2010,8,119,772067,2010-08-01 00:00:00
AC,2010,8,129,1396480,2010-08-01 00:00:00
AC,2010,8,131,5967748,2010-08-01 00:00:00
AC,2010,8,132,10839746,2010-08-01 00:00:00
AC,2010,8,133,1109135,2010-08-01 00:00:00
AC,2010,8,134,5237237,2010-08-01 00:00:00
AC,2010,8,135,21332866,2010-08-01 00:00:00
AC,2010,8,139,44486732,2010-08-01 00:00:00
AC,2010,8,211,4376717,2010-08-01 00:00:00
AC,2010,8,212,0,2010-08-01 00:00:00
AC,2010,8,219,4376717,2010-08-01 00:00:00
AC,2010,8,221,4469,2010-08-01 00:00:00
AC,2010,8,222,683275,2010-08-01 00:00:00
AC,2010,8,229,687744,2010-08-01 00:00:00
AC,2010,8,239,566415,2010-08-01 00:00:00
AC,2010,8,249,0,2010-08-01 00:00:00
AC,2010,8,399,52286155,2010-08-01 00:00:00
AC,2010,8,409,3219913,2010-08-01 00:00:00
AC,2010,8,419,64661,2010-08-01 00:00:00
AC,2010,8,429,271496,2010-08-01 00:00:00
AC,2010,8,439,0,2010-08-01 00:00:00
AC,2010,8,499,3556070,2010-08-01 00:00:00
AC,2010,8,999,55842225,2010-08-01 00:00:00
AC,2010,9,119,812928,2010-09-01 00:00:00
AC,2010,9,129,1274678,2010-09-01 00:00:00
AC,2010,9,131,5992713,2010-09-01 00:00:00
AC,2010,9,132,11278636,2010-09-01 00:00:00
AC,2010,9,133,973562,2010-09-01 00:00:00
AC,2010,9,134,5818947,2010-09-01 00:00:00
AC,2010,9,135,22024325,2010-09-01 00:00:00
AC,2010,9,139,46088183,2010-09-01 00:00:00
AC,2010,9,211,4714331,2010-09-01 00:00:00
AC,2010,9,212,0,2010-09-01 00:00:00
AC,2010,9,219,4714331,2010-09-01 00:00:00
AC,2010,9,221,1620,2010-09-01 00:00:00
AC,2010,9,222,641634,2010-09-01 00:00:00
AC,2010,9,229,643254,2010-09-01 00:00:00
AC,2010,9,239,552658,2010-09-01 00:00:00
AC,2010,9,249,0,2010-09-01 00:00:00
AC,2010,9,399,54086032,2010-09-01 00:00:00
AC,2010,9,409,2435803,2010-09-01 00:00:00
AC,2010,9,419,146083,2010-09-01 00:00:00
AC,2010,9,429,251516,2010-09-01 00:00:00
AC,2010,9,439,0,2010-09-01 00:00:00
AC,2010,9,499,2833402,2010-09-01 00:00:00
AC,2010,9,999,56919434,2010-09-01 00:00:00
AC,2011,1,119,708767,2011-01-01 00:00:00
AC,2011,1,129,1359674,2011-01-01 00:00:00
AC,2011,1,131,5228087,2011-01-01 00:00:00
AC,2011,1,132,9485026,2011-01-01 00:00:00
AC,2011,1,133,1181254,2011-01-01 00:00:00
AC,2011,1,134,5697548,2011-01-01 00:00:00
AC,2011,1,135,24423779,2011-01-01 00:00:00
AC,2011,1,139,46015694,2011-01-01 00:00:00
AC,2011,1,211,124642,2011-01-01 00:00:00
AC,2011,1,212,0,2011-01-01 00:00:00
AC,2011,1,219,124642,2011-01-01 00:00:00
AC,2011,1,221,374,2011-01-01 00:00:00
AC,2011,1,222,694392,2011-01-01 00:00:00
AC,2011,1,229,694766,2011-01-01 00:00:00
AC,2011,1,239,605886,2011-01-01 00:00:00
AC,2011,1,249,0,2011-01-01 00:00:00
AC,2011,1,399,49509429,2011-01-01 00:00:00
AC,2011,1,409,2918916,2011-01-01 00:00:00
AC,2011,1,419,40974,2011-01-01 00:00:00
AC,2011,1,429,179222,2011-01-01 00:00:00
AC,2011,1,439,0,2011-01-01 00:00:00
AC,2011,1,499,3139112,2011-01-01 00:00:00
AC,2011,1,999,52648541,2011-01-01 00:00:00
AC,2011,10,119,540660,2011-10-01 00:00:00
AC,2011,10,129,1012725,2011-10-01 00:00:00
AC,2011,10,131,3233599,2011-10-01 00:00:00
AC,2011,10,132,6447653,2011-10-01 00:00:00
AC,2011,10,133,675137,2011-10-01 00:00:00
AC,2011,10,134,5512360,2011-10-01 00:00:00
AC,2011,10,135,22315905,2011-10-01 00:00:00
AC,2011,10,139,38184654,2011-10-01 00:00:00
AC,2011,10,211,4853332,2011-10-01 00:00:00
AC,2011,10,212,23503,2011-10-01 00:00:00
AC,2011,10,219,4876835,2011-10-01 00:00:00
AC,2011,10,221,900,2011-10-01 00:00:00
AC,2011,10,222,685173,2011-10-01 00:00:00
AC,2011,10,229,686073,2011-10-01 00:00:00
AC,2011,10,239,529370,2011-10-01 00:00:00
AC,2011,10,249,0,2011-10-01 00:00:00
AC,2011,10,399,45830317,2011-10-01 00:00:00
AC,2011,10,409,1974236,2011-10-01 00:00:00
AC,2011,10,419,229688,2011-10-01 00:00:00
AC,2011,10,429,431718,2011-10-01 00:00:00
AC,2011,10,439,0,2011-10-01 00:00:00
AC,2011,10,499,2635642,2011-10-01 00:00:00
AC,2011,10,999,48465959,2011-10-01 00:00:00
AC,2011,11,119,476109,2011-11-01 00:00:00
AC,2011,11,129,1079754,2011-11-01 00:00:00
AC,2011,11,131,2973165,2011-11-01 00:00:00
AC,2011,11,132,5290701,2011-11-01 00:00:00
AC,2011,11,133,445861,2011-11-01 00:00:00
AC,2011,11,134,5657435,2011-11-01 00:00:00
AC,2011,11,135,23117155,2011-11-01 00:00:00
AC,2011,11,139,37484317,2011-11-01 00:00:00
AC,2011,11,211,4883620,2011-11-01 00:00:00
AC,2011,11,212,719,2011-11-01 00:00:00
AC,2011,11,219,4884339,2011-11-01 00:00:00
AC,2011,11,221,10722,2011-11-01 00:00:00
AC,2011,11,222,531755,2011-11-01 00:00:00
AC,2011,11,229,542477,2011-11-01 00:00:00
AC,2011,11,239,1005484,2011-11-01 00:00:00
AC,2011,11,249,0,2011-11-01 00:00:00
AC,2011,11,399,45472480,2011-11-01 00:00:00
AC,2011,11,409,1381336,2011-11-01 00:00:00
AC,2011,11,419,249996,2011-11-01 00:00:00
AC,2011,11,429,190412,2011-11-01 00:00:00
AC,2011,11,439,0,2011-11-01 00:00:00
AC,2011,11,499,1821744,2011-11-01 00:00:00
AC,2011,11,999,47294224,2011-11-01 00:00:00
AC,2011,12,119,625265,2011-12-01 00:00:00
AC,2011,12,129,991706,2011-12-01 00:00:00
AC,2011,12,131,3351589,2011-12-01 00:00:00
AC,2011,12,132,5985311,2011-12-01 00:00:00
AC,2011,12,133,756312,2011-12-01 00:00:00
AC,2011,12,134,5612096,2011-12-01 00:00:00
AC,2011,12,135,25106390,2011-12-01 00:00:00
AC,2011,12,139,40811698,2011-12-01 00:00:00
AC,2011,12,211,5450693,2011-12-01 00:00:00
AC,2011,12,212,9456,2011-12-01 00:00:00
AC,2011,12,219,5460149,2011-12-01 00:00:00
AC,2011,12,221,7550,2011-12-01 00:00:00
AC,2011,12,222,870634,2011-12-01 00:00:00
AC,2011,12,229,878184,2011-12-01 00:00:00
AC,2011,12,239,594190,2011-12-01 00:00:00
AC,2011,12,249,0,2011-12-01 00:00:00
AC,2011,12,399,49361192,2011-12-01 00:00:00
AC,2011,12,409,1092618,2011-12-01 00:00:00
AC,2011,12,419,134467,2011-12-01 00:00:00
AC,2011,12,429,178303,2011-12-01 00:00:00
AC,2011,12,439,0,2011-12-01 00:00:00
AC,2011,12,499,1405388,2011-12-01 00:00:00
AC,2011,12,999,50766580,2011-12-01 00:00:00
AC,2011,2,119,809847,2011-02-01 00:00:00
AC,2011,2,129,943235,2011-02-01 00:00:00
AC,2011,2,131,5221049,2011-02-01 00:00:00
AC,2011,2,132,8227423,2011-02-01 00:00:00
AC,2011,2,133,1501086,2011-02-01 00:00:00
AC,2011,2,134,5696818,2011-02-01 00:00:00
AC,2011,2,135,27753043,2011-02-01 00:00:00
AC,2011,2,139,48399419,2011-02-01 00:00:00
AC,2011,2,211,4260115,2011-02-01 00:00:00
AC,2011,2,212,0,2011-02-01 00:00:00
AC,2011,2,219,4260115,2011-02-01 00:00:00
AC,2011,2,221,1187,2011-02-01 00:00:00
AC,2011,2,222,886829,2011-02-01 00:00:00
AC,2011,2,229,888016,2011-02-01 00:00:00
AC,2011,2,239,624270,2011-02-01 00:00:00
AC,2011,2,249,0,2011-02-01 00:00:00
AC,2011,2,399,55924902,2011-02-01 00:00:00
AC,2011,2,409,3544049,2011-02-01 00:00:00
AC,2011,2,419,83757,2011-02-01 00:00:00
AC,2011,2,429,184247,2011-02-01 00:00:00
AC,2011,2,439,0,2011-02-01 00:00:00
AC,2011,2,499,3812053,2011-02-01 00:00:00
AC,2011,2,999,59736955,2011-02-01 00:00:00
AC,2011,3,119,784517,2011-03-01 00:00:00
AC,2011,3,129,1060727,2011-03-01 00:00:00
AC,2011,3,131,4296609,2011-03-01 00:00:00
AC,2011,3,132,7613143,2011-03-01 00:00:00
AC,2011,3,133,1077856,2011-03-01 00:00:00
AC,2011,3,134,5879567,2011-03-01 00:00:00
AC,2011,3,135,25695845,2011-03-01 00:00:00
AC,2011,3,139,44563020,2011-03-01 00:00:00
AC,2011,3,211,5100191,2011-03-01 00:00:00
AC,2011,3,212,0,2011-03-01 00:00:00
AC,2011,3,219,5100191,2011-03-01 00:00:00
AC,2011,3,221,971,2011-03-01 00:00:00
AC,2011,3,222,832691,2011-03-01 00:00:00
AC,2011,3,229,833662,2011-03-01 00:00:00
AC,2011,3,239,967232,2011-03-01 00:00:00
AC,2011,3,249,0,2011-03-01 00:00:00
AC,2011,3,399,53309349,2011-03-01 00:00:00
AC,2011,3,409,3635431,2011-03-01 00:00:00
AC,2011,3,419,126936,2011-03-01 00:00:00
AC,2011,3,429,186484,2011-03-01 00:00:00
AC,2011,3,439,0,2011-03-01 00:00:00
AC,2011,3,499,3948851,2011-03-01 00:00:00
AC,2011,3,999,57258200,2011-03-01 00:00:00
AC,2011,4,119,778515,2011-04-01 00:00:00
AC,2011,4,129,1073394,2011-04-01 00:00:00
AC,2011,4,131,3861043,2011-04-01 00:00:00
AC,2011,4,132,6645231,2011-04-01 00:00:00
AC,2011,4,133,1055341,2011-04-01 00:00:00
AC,2011,4,134,5295540,2011-04-01 00:00:00
AC,2011,4,135,24842742,2011-04-01 00:00:00
AC,2011,4,139,41699897,2011-04-01 00:00:00
AC,2011,4,211,3878803,2011-04-01 00:00:00
AC,2011,4,212,0,2011-04-01 00:00:00
AC,2011,4,219,3878803,2011-04-01 00:00:00
AC,2011,4,221,62,2011-04-01 00:00:00
AC,2011,4,222,915184,2011-04-01 00:00:00
AC,2011,4,229,915246,2011-04-01 00:00:00
AC,2011,4,239,515451,2011-04-01 00:00:00
AC,2011,4,249,0,2011-04-01 00:00:00
AC,2011,4,399,48861306,2011-04-01 00:00:00
AC,2011,4,409,3312964,2011-04-01 00:00:00
AC,2011,4,419,122417,2011-04-01 00:00:00
AC,2011,4,429,166120,2011-04-01 00:00:00
AC,2011,4,439,0,2011-04-01 00:00:00
AC,2011,4,499,3601501,2011-04-01 00:00:00
AC,2011,4,999,52462807,2011-04-01 00:00:00
AC,2011,5,119,572826,2011-05-01 00:00:00
AC,2011,5,129,1005203,2011-05-01 00:00:00
AC,2011,5,131,4106729,2011-05-01 00:00:00
AC,2011,5,132,7477860,2011-05-01 00:00:00
AC,2011,5,133,1176670,2011-05-01 00:00:00
AC,2011,5,134,5584628,2011-05-01 00:00:00
AC,2011,5,135,17763681,2011-05-01 00:00:00
AC,2011,5,139,36109568,2011-05-01 00:00:00
AC,2011,5,211,6131267,2011-05-01 00:00:00
AC,2011,5,212,0,2011-05-01 00:00:00
AC,2011,5,219,6131267,2011-05-01 00:00:00
AC,2011,5,221,0,2011-05-01 00:00:00
AC,2011,5,222,857697,2011-05-01 00:00:00
AC,2011,5,229,857697,2011-05-01 00:00:00
AC,2011,5,239,897082,2011-05-01 00:00:00
AC,2011,5,249,0,2011-05-01 00:00:00
AC,2011,5,399,45573643,2011-05-01 00:00:00
AC,2011,5,409,3633826,2011-05-01 00:00:00
AC,2011,5,419,161039,2011-05-01 00:00:00
AC,2011,5,429,208973,2011-05-01 00:00:00
AC,2011,5,439,0,2011-05-01 00:00:00
AC,2011,5,499,4003838,2011-05-01 00:00:00
AC,2011,5,999,49577481,2011-05-01 00:00:00
AC,2011,6,119,613978,2011-06-01 00:00:00
AC,2011,6,129,992268,2011-06-01 00:00:00
AC,2011,6,131,4088232,2011-06-01 00:00:00
AC,2011,6,132,7787621,2011-06-01 00:00:00
AC,2011,6,133,1126525,2011-06-01 00:00:00
AC,2011,6,134,5436768,2011-06-01 00:00:00
AC,2011,6,135,19147558,2011-06-01 00:00:00
AC,2011,6,139,37586704,2011-06-01 00:00:00
AC,2011,6,211,4530781,2011-06-01 00:00:00
AC,2011,6,212,0,2011-06-01 00:00:00
AC,2011,6,219,4530781,2011-06-01 00:00:00
AC,2011,6,221,20870,2011-06-01 00:00:00
AC,2011,6,222,663898,2011-06-01 00:00:00
AC,2011,6,229,684768,2011-06-01 00:00:00
AC,2011,6,239,1689634,2011-06-01 00:00:00
AC,2011,6,249,0,2011-06-01 00:00:00
AC,2011,6,399,46098133,2011-06-01 00:00:00
AC,2011,6,409,3543893,2011-06-01 00:00:00
AC,2011,6,419,75560,2011-06-01 00:00:00
AC,2011,6,429,276555,2011-06-01 00:00:00
AC,2011,6,439,0,2011-06-01 00:00:00
AC,2011,6,499,3896008,2011-06-01 00:00:00
AC,2011,6,999,49994141,2011-06-01 00:00:00
AC,2011,7,119,613629,2011-07-01 00:00:00
AC,2011,7,129,1128106,2011-07-01 00:00:00
AC,2011,7,131,4293973,2011-07-01 00:00:00
AC,2011,7,132,8261268,2011-07-01 00:00:00
AC,2011,7,133,979770,2011-07-01 00:00:00
AC,2011,7,134,5660212,2011-07-01 00:00:00
AC,2011,7,135,21544511,2011-07-01 00:00:00
AC,2011,7,139,40739734,2011-07-01 00:00:00
AC,2011,7,211,4476174,2011-07-01 00:00:00
AC,2011,7,212,0,2011-07-01 00:00:00
AC,2011,7,219,4476174,2011-07-01 00:00:00
AC,2011,7,221,2460,2011-07-01 00:00:00
AC,2011,7,222,600459,2011-07-01 00:00:00
AC,2011,7,229,602919,2011-07-01 00:00:00
AC,2011,7,239,552636,2011-07-01 00:00:00
AC,2011,7,249,0,2011-07-01 00:00:00
AC,2011,7,399,48113198,2011-07-01 00:00:00
AC,2011,7,409,3578725,2011-07-01 00:00:00
AC,2011,7,419,38730,2011-07-01 00:00:00
AC,2011,7,429,180993,2011-07-01 00:00:00
AC,2011,7,439,0,2011-07-01 00:00:00
AC,2011,7,499,3798448,2011-07-01 00:00:00
AC,2011,7,999,51911646,2011-07-01 00:00:00
AC,2011,8,119,708804,2011-08-01 00:00:00
AC,2011,8,129,905290,2011-08-01 00:00:00
AC,2011,8,131,3424050,2011-08-01 00:00:00
AC,2011,8,132,6797129,2011-08-01 00:00:00
AC,2011,8,133,730136,2011-08-01 00:00:00
AC,2011,8,134,5511858,2011-08-01 00:00:00
AC,2011,8,135,22811946,2011-08-01 00:00:00
AC,2011,8,139,39275119,2011-08-01 00:00:00
AC,2011,8,211,4414180,2011-08-01 00:00:00
AC,2011,8,212,1602,2011-08-01 00:00:00
AC,2011,8,219,4415782,2011-08-01 00:00:00
AC,2011,8,221,233,2011-08-01 00:00:00
AC,2011,8,222,768056,2011-08-01 00:00:00
AC,2011,8,229,768289,2011-08-01 00:00:00
AC,2011,8,239,850532,2011-08-01 00:00:00
AC,2011,8,249,0,2011-08-01 00:00:00
AC,2011,8,399,46923816,2011-08-01 00:00:00
AC,2011,8,409,3768781,2011-08-01 00:00:00
AC,2011,8,419,126768,2011-08-01 00:00:00
AC,2011,8,429,246062,2011-08-01 00:00:00
AC,2011,8,439,0,2011-08-01 00:00:00
